Brand_ID,Brand_Name,Country,Year,Sustainability_Rating,Material_Type,Eco_Friendly_Manufacturing,Carbon_Footprint_MT,Water_Usage_Liters,Waste_Production_KG,Recycling_Programs,Product_Lines,Average_Price_USD,Market_Trend,Certifications
BRAND-0207,Brand_207,China,2023,D,Recycled Polyester,Yes,135.93,4604643.49,21353.76,No,17,114.58,Stable,OEKO-TEX
BRAND-0208,Brand_208,UK,2017,C,Vegan Leather,No,409.95,4235223.46,67203.66,Yes,7,173.4,Declining,GOTS
BRAND-0209,Brand_209,Japan,2011,D,Organic Cotton,Yes,187.78,2447833.25,43866.04,Yes,9,435.14,Stable,GOTS
BRAND-0210,Brand_210,Brazil,2014,B,Organic Cotton,No,251.03,1079813.36,71367.21,Yes,3,359.91,Declining,None
BRAND-0211,Brand_211,Italy,2022,A,Hemp,No,456.1,4076570.42,32729.28,No,20,214.68,Stable,Fair Trade
BRAND-0212,Brand_212,Italy,2014,D,Hemp,Yes,393.08,417763.86,49542.77,No,5,27.03,Growing,B Corp
BRAND-0213,Brand_213,Germany,2016,B,Vegan Leather,Yes,358.33,3127245.84,86674.08,Yes,15,210.17,Stable,OEKO-TEX
BRAND-0214,Brand_214,Japan,2023,D,Hemp,Yes,60.27,2970341.87,58607.16,No,19,177.86,Stable,GOTS
BRAND-0215,Brand_215,France,2020,D,Organic Cotton,Yes,258.78,1627210.8,43482.01,No,18,491.39,Stable,None
BRAND-0216,Brand_216,Australia,2016,D,Organic Cotton,Yes,375.86,4936548.16,7389.3,No,20,224.76,Growing,None
BRAND-0217,Brand_217,Italy,2018,A,Bamboo Fabric,No,401.5,182462.67,63446.83,No,20,329.57,Stable,GOTS
BRAND-0218,Brand_218,Japan,2012,D,Bamboo Fabric,Yes,457.72,4478474.6,29526.82,No,20,234.95,Declining,None
BRAND-0219,Brand_219,UK,2023,D,Hemp,Yes,438.24,952076.9,91096.81,No,15,325.71,Declining,None
BRAND-0220,Brand_220,China,2011,D,Tencel,Yes,228.76,335184.43,28035.06,Yes,4,456.61,Growing,None
BRAND-0221,Brand_221,UK,2014,C,Vegan Leather,Yes,14.82,1929557.59,26774.93,Yes,14,369.6,Growing,None
BRAND-0222,Brand_222,India,2022,A,Recycled Polyester,Yes,52.33,1991922.54,89818.41,Yes,4,75.8,Declining,Fair Trade
BRAND-0223,Brand_223,Japan,2015,D,Vegan Leather,Yes,170.42,2364473.29,29751.48,Yes,17,314.95,Declining,GOTS
BRAND-0224,Brand_224,USA,2020,C,Bamboo Fabric,No,316.91,1521750.57,60810.32,No,16,374.47,Stable,GOTS
BRAND-0225,Brand_225,Japan,2024,A,Recycled Polyester,No,440.72,1131876.86,19126.25,Yes,2,277.86,Stable,GOTS
BRAND-0226,Brand_226,Japan,2013,D,Vegan Leather,Yes,252.89,3592593.46,92908.39,Yes,20,374.22,Declining,Fair Trade
BRAND-0227,Brand_227,Italy,2011,A,Hemp,Yes,354.79,4097191.58,11195.55,Yes,14,400.47,Declining,GOTS
BRAND-0228,Brand_228,China,2016,C,Recycled Polyester,No,9.25,3018460.08,28390.56,Yes,6,34.85,Stable,B Corp
BRAND-0229,Brand_229,Brazil,2021,B,Bamboo Fabric,No,39.92,199893.69,43999.6,No,18,297.12,Stable,GOTS
BRAND-0230,Brand_230,France,2012,C,Recycled Polyester,Yes,215.87,3456943.82,58520.48,No,10,221.71,Stable,Fair Trade
BRAND-0231,Brand_231,China,2019,D,Hemp,No,22.95,3253387.11,74409.86,No,13,109.84,Growing,OEKO-TEX
BRAND-0232,Brand_232,UK,2012,A,Tencel,No,368.3,3282464.12,15895.44,Yes,14,224.68,Growing,Fair Trade
BRAND-0233,Brand_233,Japan,2021,B,Recycled Polyester,Yes,360.08,786734.6,23578.97,No,12,276.15,Growing,OEKO-TEX
BRAND-0234,Brand_234,China,2013,D,Vegan Leather,No,476.19,3180896.37,34466.59,No,17,326.22,Growing,GOTS
BRAND-0235,Brand_235,UK,2020,C,Organic Cotton,No,244.42,3957474.39,20465.35,Yes,6,121.71,Stable,GOTS
BRAND-0236,Brand_236,UK,2021,A,Bamboo Fabric,No,473.36,1782635.86,8835.13,Yes,19,249.69,Growing,B Corp
BRAND-0237,Brand_237,Brazil,2017,B,Recycled Polyester,Yes,361.5,2582180.84,60117.7,No,1,368.89,Stable,B Corp
BRAND-0238,Brand_238,Germany,2014,A,Bamboo Fabric,Yes,248.57,1871302.45,9327.98,No,19,324.43,Growing,OEKO-TEX
BRAND-0239,Brand_239,Germany,2023,D,Bamboo Fabric,Yes,456.18,2298106.26,27290.31,Yes,20,124.96,Stable,B Corp
BRAND-0240,Brand_240,India,2023,A,Bamboo Fabric,Yes,378.81,4844735.17,68574.16,Yes,5,138.43,Growing,OEKO-TEX
BRAND-0241,Brand_241,France,2014,B,Recycled Polyester,Yes,127.31,2346590.57,14484.61,Yes,5,419.27,Stable,None
BRAND-0242,Brand_242,China,2021,C,Recycled Polyester,No,231.13,3424325.21,70666.53,No,14,82.87,Declining,Fair Trade
BRAND-0243,Brand_243,Brazil,2020,B,Recycled Polyester,Yes,146.41,1818130.74,13252.63,Yes,20,232.58,Growing,None
BRAND-0244,Brand_244,Italy,2019,B,Organic Cotton,No,30.14,3625310.39,87699.99,Yes,18,442.66,Declining,B Corp
BRAND-0245,Brand_245,India,2019,C,Vegan Leather,Yes,456.43,3350370.87,87749.43,No,17,115.59,Declining,None
BRAND-0246,Brand_246,Italy,2012,C,Hemp,Yes,424.64,2608089.35,50577.02,Yes,14,23.7,Growing,GOTS
BRAND-0247,Brand_247,UK,2010,C,Recycled Polyester,No,358.62,2880415.06,62712.33,Yes,13,362.82,Declining,OEKO-TEX
BRAND-0248,Brand_248,Japan,2019,B,Vegan Leather,No,212.98,3320356.38,6752.44,Yes,8,60.49,Declining,GOTS
BRAND-0249,Brand_249,France,2014,D,Bamboo Fabric,Yes,405.24,3048329.01,76273.29,No,5,361.03,Stable,Fair Trade
BRAND-0250,Brand_250,Japan,2019,A,Tencel,No,449.32,2493806.58,65392.33,No,5,425.74,Declining,None
BRAND-0251,Brand_251,China,2020,A,Vegan Leather,No,429.1,3040963.86,97688.11,No,18,365.97,Stable,OEKO-TEX
BRAND-0252,Brand_252,USA,2018,B,Organic Cotton,No,405.73,1261626.18,7281.79,No,15,176.06,Growing,OEKO-TEX
BRAND-0253,Brand_253,India,2015,C,Recycled Polyester,No,355.93,2260968.58,13386.89,No,4,478.96,Stable,None
BRAND-0254,Brand_254,India,2015,A,Bamboo Fabric,Yes,241.81,2263789.87,53968.69,Yes,1,488.24,Declining,B Corp
BRAND-0255,Brand_255,Japan,2016,D,Tencel,Yes,484.16,773875.94,82610.89,Yes,20,230.86,Declining,None
BRAND-0256,Brand_256,China,2024,B,Tencel,No,268.02,1902924.59,14200.93,No,6,436.35,Stable,Fair Trade
BRAND-0257,Brand_257,Australia,2011,A,Bamboo Fabric,No,489.8,2188946.02,24376.21,Yes,16,189.87,Stable,B Corp
BRAND-0258,Brand_258,China,2019,A,Organic Cotton,Yes,342.09,2545356.06,16136.8,No,4,498.34,Growing,Fair Trade
BRAND-0259,Brand_259,Brazil,2023,B,Hemp,No,188.71,2388298.54,40810.24,Yes,7,206.87,Declining,OEKO-TEX
BRAND-0260,Brand_260,France,2010,A,Tencel,No,235.52,2357676.46,37785.6,No,15,204.77,Growing,B Corp
BRAND-0261,Brand_261,Australia,2014,D,Tencel,Yes,21.21,3735763.17,40921.6,No,17,328.84,Growing,B Corp
BRAND-0262,Brand_262,Brazil,2015,D,Organic Cotton,No,192.97,3234231.18,98319.02,Yes,18,269.46,Stable,None
BRAND-0263,Brand_263,India,2024,A,Hemp,No,363.68,2146454.79,90222.52,No,12,192.22,Declining,None
BRAND-0264,Brand_264,China,2015,B,Recycled Polyester,No,314.68,279217.99,97637.91,No,8,361.96,Growing,GOTS
BRAND-0265,Brand_265,India,2010,A,Hemp,Yes,370.35,174958.64,32439.23,No,2,334.97,Stable,GOTS
BRAND-0266,Brand_266,Brazil,2023,D,Tencel,Yes,208.21,4005063.96,96628.24,Yes,13,348.49,Growing,None
BRAND-0267,Brand_267,Brazil,2021,B,Bamboo Fabric,No,428.15,4278770.23,41612.19,Yes,4,147.63,Stable,GOTS
BRAND-0268,Brand_268,France,2013,A,Bamboo Fabric,No,48.32,1326816.39,5354.88,Yes,11,359.61,Stable,None
BRAND-0269,Brand_269,UK,2011,C,Organic Cotton,No,391.59,381064.38,59819.43,No,8,331.47,Declining,OEKO-TEX
BRAND-0270,Brand_270,Brazil,2023,C,Hemp,Yes,105.99,2376533.15,42301.34,Yes,8,111.73,Stable,GOTS
BRAND-0271,Brand_271,Germany,2012,B,Recycled Polyester,Yes,341.15,3977970.71,19036.08,No,17,175.17,Declining,B Corp
BRAND-0272,Brand_272,Brazil,2014,A,Organic Cotton,No,66.27,3300495.72,69217.75,Yes,15,263.2,Growing,None
BRAND-0273,Brand_273,Brazil,2019,A,Bamboo Fabric,No,378.96,3538383.43,46348.86,Yes,3,320.27,Declining,GOTS
BRAND-0274,Brand_274,China,2013,C,Bamboo Fabric,No,416.73,3947337.39,88881.07,No,10,107.84,Growing,OEKO-TEX
BRAND-0275,Brand_275,USA,2022,D,Bamboo Fabric,No,274.48,4611213.12,50524.49,No,19,329.7,Stable,OEKO-TEX
BRAND-0276,Brand_276,Germany,2012,B,Hemp,Yes,249.48,1669637.51,61559.0,Yes,17,191.45,Stable,GOTS
BRAND-0277,Brand_277,Australia,2012,A,Organic Cotton,No,307.03,1977925.04,93930.71,Yes,6,111.94,Growing,OEKO-TEX
BRAND-0278,Brand_278,China,2010,B,Vegan Leather,Yes,146.9,2888736.49,25305.94,No,11,497.71,Growing,OEKO-TEX
BRAND-0279,Brand_279,Brazil,2018,C,Tencel,No,84.22,4834356.76,82780.35,Yes,13,377.83,Declining,OEKO-TEX
BRAND-0280,Brand_280,UK,2023,A,Hemp,No,292.56,2826311.89,25654.3,No,15,42.36,Growing,OEKO-TEX
BRAND-0281,Brand_281,France,2015,C,Recycled Polyester,No,288.15,1341652.16,73498.48,Yes,12,39.9,Growing,Fair Trade
BRAND-0282,Brand_282,Brazil,2015,C,Bamboo Fabric,Yes,158.6,4626059.81,73967.7,No,9,248.23,Stable,B Corp
BRAND-0283,Brand_283,Italy,2010,D,Recycled Polyester,No,111.47,4113496.87,90494.24,No,14,320.05,Declining,GOTS
BRAND-0284,Brand_284,Italy,2013,B,Bamboo Fabric,Yes,227.96,3890391.92,33710.74,Yes,12,105.59,Stable,GOTS
BRAND-0285,Brand_285,Italy,2015,D,Hemp,Yes,421.99,295419.6,81480.02,No,3,151.77,Growing,Fair Trade
BRAND-0286,Brand_286,Italy,2017,A,Hemp,No,460.59,1087178.59,16766.49,No,9,290.56,Growing,OEKO-TEX
BRAND-0287,Brand_287,France,2016,C,Recycled Polyester,No,64.95,179431.01,44900.82,Yes,2,107.51,Stable,B Corp
BRAND-0288,Brand_288,Brazil,2010,D,Bamboo Fabric,No,451.3,203329.13,26472.94,Yes,5,111.47,Declining,B Corp
BRAND-0289,Brand_289,UK,2017,A,Bamboo Fabric,No,168.92,4773679.87,84045.29,Yes,6,28.0,Stable,None
BRAND-0290,Brand_290,India,2021,B,Bamboo Fabric,Yes,101.57,1115145.63,48201.13,No,9,380.81,Declining,OEKO-TEX
BRAND-0291,Brand_291,Germany,2020,C,Recycled Polyester,Yes,317.71,1842437.73,66520.48,Yes,7,304.8,Stable,Fair Trade
BRAND-0292,Brand_292,Brazil,2021,C,Recycled Polyester,Yes,82.69,4421283.9,47982.06,No,11,73.63,Declining,Fair Trade
BRAND-0293,Brand_293,USA,2021,B,Recycled Polyester,Yes,92.62,3965263.66,65421.2,No,11,344.36,Stable,B Corp
BRAND-0294,Brand_294,France,2022,D,Vegan Leather,No,18.94,838928.41,36003.89,Yes,14,418.22,Declining,OEKO-TEX
BRAND-0295,Brand_295,Brazil,2023,C,Hemp,No,246.43,3263741.45,6177.09,No,2,392.72,Growing,Fair Trade
BRAND-0296,Brand_296,Australia,2023,C,Bamboo Fabric,Yes,109.86,4313210.42,33106.79,Yes,9,325.55,Stable,B Corp
BRAND-0297,Brand_297,Germany,2010,A,Organic Cotton,No,42.31,2800644.56,8375.29,No,2,68.78,Declining,None
BRAND-0298,Brand_298,Brazil,2012,C,Recycled Polyester,No,336.43,2052288.57,37532.19,No,17,484.53,Declining,None
BRAND-0299,Brand_299,Germany,2016,A,Vegan Leather,No,221.83,220448.6,17979.79,No,11,321.47,Declining,None
BRAND-0300,Brand_300,France,2011,C,Bamboo Fabric,Yes,186.18,4555852.04,45798.65,No,4,452.53,Declining,B Corp
BRAND-0301,Brand_301,France,2021,D,Bamboo Fabric,No,468.72,1856635.79,97962.21,No,12,300.27,Growing,GOTS
BRAND-0302,Brand_302,Japan,2018,B,Tencel,No,153.28,1610499.22,48552.21,No,3,279.08,Growing,GOTS
BRAND-0303,Brand_303,Italy,2015,D,Organic Cotton,Yes,175.69,1854383.31,55037.31,Yes,8,55.24,Stable,OEKO-TEX
BRAND-0304,Brand_304,UK,2024,C,Hemp,No,182.74,476772.03,81231.84,No,19,229.19,Declining,B Corp
BRAND-0305,Brand_305,UK,2010,A,Bamboo Fabric,No,218.29,1224197.33,1756.57,Yes,2,329.8,Declining,B Corp
BRAND-0306,Brand_306,USA,2016,C,Vegan Leather,Yes,242.69,2546119.76,45770.2,Yes,6,444.94,Stable,Fair Trade
BRAND-0307,Brand_307,India,2017,C,Hemp,Yes,93.85,1154039.08,34386.65,No,1,304.82,Stable,GOTS
BRAND-0308,Brand_308,India,2011,C,Tencel,Yes,232.78,2719635.79,13820.9,Yes,16,176.45,Growing,GOTS
BRAND-0309,Brand_309,Australia,2021,A,Vegan Leather,No,299.79,1583652.84,7923.49,Yes,16,23.94,Growing,GOTS
BRAND-0310,Brand_310,France,2022,D,Hemp,Yes,155.25,3514888.93,41578.57,No,16,276.15,Stable,B Corp
BRAND-0311,Brand_311,Japan,2015,B,Recycled Polyester,No,110.91,1416583.03,88478.0,No,12,420.33,Stable,OEKO-TEX
BRAND-0312,Brand_312,Australia,2014,A,Hemp,Yes,233.8,2525104.91,74594.21,Yes,3,439.57,Declining,GOTS
BRAND-0313,Brand_313,Australia,2014,C,Recycled Polyester,No,412.2,3102335.14,2979.28,Yes,7,415.34,Stable,Fair Trade
BRAND-0314,Brand_314,China,2018,D,Bamboo Fabric,No,347.55,3391509.89,11004.88,Yes,18,234.93,Growing,GOTS
BRAND-0315,Brand_315,Italy,2024,B,Vegan Leather,Yes,342.44,1707917.21,93574.99,Yes,10,155.78,Growing,Fair Trade
BRAND-0316,Brand_316,India,2021,A,Hemp,No,330.19,2544666.29,50093.44,Yes,13,267.61,Growing,OEKO-TEX
BRAND-0317,Brand_317,China,2010,B,Organic Cotton,No,130.83,3251702.31,57570.41,Yes,17,314.71,Declining,GOTS
BRAND-0318,Brand_318,USA,2023,C,Tencel,Yes,381.07,3532037.08,51894.28,Yes,7,304.13,Stable,GOTS
BRAND-0319,Brand_319,Brazil,2010,C,Hemp,No,285.18,3174834.11,49732.34,No,4,469.06,Growing,GOTS
BRAND-0320,Brand_320,China,2010,D,Bamboo Fabric,No,200.8,2273686.14,25016.14,No,11,307.01,Growing,GOTS
BRAND-0321,Brand_321,Australia,2018,B,Tencel,No,240.45,3862388.49,53205.79,Yes,7,424.03,Stable,B Corp
BRAND-0322,Brand_322,China,2012,C,Vegan Leather,Yes,429.31,1711165.29,38929.02,No,19,279.43,Growing,B Corp
BRAND-0323,Brand_323,Australia,2013,D,Tencel,Yes,426.88,233853.33,40305.81,Yes,15,271.44,Declining,GOTS
BRAND-0324,Brand_324,India,2012,C,Tencel,No,33.75,3289284.18,53534.85,No,11,355.86,Growing,None
BRAND-0325,Brand_325,UK,2022,D,Organic Cotton,Yes,445.94,4219453.35,16867.51,No,4,195.93,Declining,B Corp
BRAND-0326,Brand_326,USA,2018,B,Tencel,Yes,92.04,3302579.86,36972.8,No,18,293.01,Growing,GOTS
BRAND-0327,Brand_327,Germany,2024,D,Hemp,Yes,86.56,1797804.18,16024.84,No,18,365.4,Stable,None
BRAND-0328,Brand_328,France,2019,A,Organic Cotton,No,188.92,1514152.88,24839.64,Yes,4,164.04,Declining,None
BRAND-0329,Brand_329,USA,2010,D,Bamboo Fabric,Yes,257.55,4228678.0,57248.59,No,13,212.02,Declining,Fair Trade
BRAND-0330,Brand_330,UK,2018,C,Hemp,No,395.59,231582.7,25690.74,Yes,19,328.04,Growing,None
BRAND-0331,Brand_331,China,2017,D,Tencel,No,95.04,3371818.05,67591.97,No,4,241.38,Declining,Fair Trade
BRAND-0332,Brand_332,China,2019,B,Recycled Polyester,Yes,71.81,546189.02,43746.73,No,6,98.97,Growing,Fair Trade
BRAND-0333,Brand_333,Japan,2014,A,Recycled Polyester,No,247.08,2050795.79,95320.79,No,8,58.81,Declining,B Corp
BRAND-0334,Brand_334,Brazil,2012,D,Bamboo Fabric,No,200.51,2347753.58,61822.92,Yes,6,185.56,Stable,None
BRAND-0335,Brand_335,Germany,2021,B,Recycled Polyester,Yes,279.67,1070856.35,68331.45,Yes,17,27.8,Declining,Fair Trade
BRAND-0336,Brand_336,USA,2018,C,Vegan Leather,No,473.58,1669616.21,95790.93,No,8,470.25,Growing,B Corp
BRAND-0337,Brand_337,France,2012,C,Organic Cotton,No,434.83,1770001.42,45331.13,Yes,12,160.98,Growing,None
BRAND-0338,Brand_338,France,2018,B,Bamboo Fabric,No,291.23,4111432.76,90327.33,No,2,296.59,Declining,GOTS
BRAND-0339,Brand_339,China,2015,B,Recycled Polyester,No,189.13,3595068.12,10319.44,Yes,14,84.34,Stable,OEKO-TEX
BRAND-0340,Brand_340,India,2013,A,Tencel,Yes,128.36,4930518.62,11960.54,Yes,6,292.77,Stable,Fair Trade
BRAND-0341,Brand_341,Brazil,2020,B,Organic Cotton,Yes,86.69,2022535.26,66621.05,Yes,7,295.04,Growing,GOTS
BRAND-0342,Brand_342,China,2014,A,Organic Cotton,No,33.19,805391.19,85326.01,Yes,5,85.76,Declining,Fair Trade
BRAND-0343,Brand_343,India,2012,A,Hemp,Yes,305.61,432244.46,23514.43,No,15,253.19,Growing,None
BRAND-0344,Brand_344,France,2013,A,Hemp,Yes,441.86,493338.39,76112.03,No,18,66.63,Stable,B Corp
BRAND-0345,Brand_345,Brazil,2011,D,Hemp,No,469.99,3651352.1,31182.5,Yes,12,230.63,Declining,B Corp
BRAND-0346,Brand_346,Italy,2024,C,Recycled Polyester,Yes,370.32,91423.69,96637.83,No,19,398.64,Declining,OEKO-TEX
BRAND-0347,Brand_347,USA,2011,D,Vegan Leather,Yes,290.71,267076.88,62010.62,Yes,20,38.51,Stable,Fair Trade
BRAND-0348,Brand_348,Germany,2017,B,Bamboo Fabric,No,81.98,604010.15,46063.12,No,10,217.92,Growing,B Corp
BRAND-0349,Brand_349,Germany,2016,C,Vegan Leather,Yes,266.21,2553304.72,92564.83,Yes,13,485.65,Growing,OEKO-TEX
BRAND-0350,Brand_350,France,2020,C,Recycled Polyester,Yes,159.92,3514061.14,5821.49,Yes,9,337.93,Stable,GOTS
BRAND-0351,Brand_351,Brazil,2012,B,Vegan Leather,Yes,152.79,4087947.43,58711.75,Yes,6,422.29,Growing,None
BRAND-0352,Brand_352,Japan,2015,D,Bamboo Fabric,No,246.1,1321704.73,53230.9,Yes,2,265.79,Declining,None
BRAND-0353,Brand_353,UK,2015,B,Recycled Polyester,Yes,201.0,1525468.84,69895.58,Yes,16,329.93,Growing,B Corp
BRAND-0354,Brand_354,Australia,2024,C,Bamboo Fabric,Yes,188.89,4508670.45,84953.64,No,19,417.99,Growing,OEKO-TEX
BRAND-0355,Brand_355,Australia,2014,D,Bamboo Fabric,Yes,325.16,1905318.69,61017.52,Yes,20,320.38,Stable,GOTS
BRAND-0356,Brand_356,Germany,2020,D,Tencel,No,99.76,4507441.8,97415.01,No,11,127.02,Growing,None
BRAND-0357,Brand_357,China,2019,D,Tencel,Yes,268.05,3257393.89,34821.94,No,12,416.18,Stable,GOTS
BRAND-0358,Brand_358,India,2018,B,Hemp,Yes,270.76,4083032.88,20261.41,No,16,234.45,Stable,None
BRAND-0359,Brand_359,Germany,2014,D,Recycled Polyester,Yes,49.65,4217200.78,32991.78,No,4,50.01,Stable,B Corp
BRAND-0360,Brand_360,Japan,2022,D,Organic Cotton,Yes,403.74,4734369.86,60175.21,No,14,417.6,Stable,GOTS
BRAND-0361,Brand_361,India,2014,D,Organic Cotton,No,217.15,3396888.68,69574.9,No,13,280.62,Growing,GOTS
BRAND-0362,Brand_362,Japan,2019,C,Tencel,Yes,431.43,631831.66,78198.83,Yes,1,201.86,Stable,B Corp
BRAND-0363,Brand_363,UK,2019,C,Recycled Polyester,No,293.46,686442.68,95261.57,Yes,7,185.74,Stable,GOTS
BRAND-0364,Brand_364,India,2016,D,Organic Cotton,No,336.15,1496327.42,2531.13,Yes,20,132.62,Declining,None
BRAND-0365,Brand_365,Australia,2022,D,Tencel,Yes,3.58,3983398.15,34366.34,Yes,2,165.57,Growing,B Corp
BRAND-0366,Brand_366,Italy,2020,A,Bamboo Fabric,No,494.61,4779130.49,12212.4,Yes,2,461.89,Stable,OEKO-TEX
BRAND-0367,Brand_367,China,2022,D,Tencel,No,218.0,114093.6,98091.37,No,10,422.22,Declining,OEKO-TEX
BRAND-0368,Brand_368,China,2022,B,Recycled Polyester,Yes,293.87,2733977.16,74862.6,No,10,497.21,Stable,B Corp
BRAND-0369,Brand_369,China,2024,B,Hemp,Yes,346.28,204456.96,7098.54,Yes,19,175.09,Declining,GOTS
BRAND-0370,Brand_370,Italy,2010,B,Hemp,Yes,386.41,3084607.87,88243.89,Yes,11,46.22,Declining,GOTS
BRAND-0371,Brand_371,Australia,2016,C,Vegan Leather,Yes,388.35,1494494.83,92200.02,No,10,165.08,Declining,GOTS
BRAND-0372,Brand_372,Brazil,2020,D,Hemp,No,75.22,3367967.17,35035.28,No,11,141.8,Stable,OEKO-TEX
BRAND-0373,Brand_373,China,2012,D,Organic Cotton,Yes,417.55,4447290.49,58208.95,No,2,107.69,Declining,GOTS
BRAND-0374,Brand_374,Italy,2018,B,Recycled Polyester,Yes,382.34,429079.99,8282.33,No,1,113.69,Stable,GOTS
BRAND-0375,Brand_375,Brazil,2022,C,Recycled Polyester,Yes,214.55,1436548.82,41940.2,No,17,371.5,Declining,B Corp
BRAND-0376,Brand_376,India,2023,C,Tencel,Yes,361.16,1418808.35,86084.42,Yes,19,115.93,Stable,Fair Trade
BRAND-0377,Brand_377,Germany,2017,C,Vegan Leather,No,353.66,4526066.5,77346.87,Yes,18,70.78,Stable,Fair Trade
BRAND-0378,Brand_378,Brazil,2011,C,Vegan Leather,No,231.86,633550.34,93929.29,Yes,8,480.95,Stable,OEKO-TEX
BRAND-0379,Brand_379,Brazil,2022,A,Hemp,Yes,444.64,3391473.42,7432.5,Yes,19,112.02,Growing,B Corp
BRAND-0380,Brand_380,Japan,2021,A,Vegan Leather,Yes,369.27,3033377.71,78010.68,Yes,17,77.39,Declining,B Corp
BRAND-0381,Brand_381,France,2010,D,Bamboo Fabric,No,17.72,2214309.98,27219.27,No,15,304.66,Declining,OEKO-TEX
BRAND-0382,Brand_382,Germany,2012,C,Tencel,No,16.06,2063060.47,78908.07,No,4,342.4,Declining,B Corp
BRAND-0383,Brand_383,India,2019,B,Vegan Leather,Yes,26.0,75879.18,28608.67,No,5,148.5,Growing,Fair Trade
BRAND-0384,Brand_384,Australia,2021,D,Organic Cotton,Yes,79.98,1065832.36,55416.96,Yes,7,221.5,Growing,OEKO-TEX
BRAND-0385,Brand_385,France,2012,A,Vegan Leather,Yes,96.71,3621038.88,10891.97,Yes,15,269.4,Declining,OEKO-TEX
BRAND-0386,Brand_386,China,2014,C,Recycled Polyester,Yes,342.75,2790245.13,60111.4,No,15,243.54,Stable,Fair Trade
BRAND-0387,Brand_387,Australia,2024,B,Vegan Leather,Yes,207.74,1998801.61,35769.73,Yes,6,218.51,Declining,OEKO-TEX
BRAND-0388,Brand_388,Japan,2015,B,Bamboo Fabric,No,59.51,3594533.66,1343.91,No,5,128.89,Growing,B Corp
BRAND-0389,Brand_389,India,2016,B,Vegan Leather,Yes,289.02,340438.27,25595.84,Yes,13,396.73,Stable,None
BRAND-0390,Brand_390,Italy,2023,A,Recycled Polyester,Yes,270.66,3814256.14,74723.9,Yes,2,228.78,Stable,GOTS
BRAND-0391,Brand_391,Australia,2018,B,Recycled Polyester,Yes,453.42,2391233.23,42622.78,No,19,321.39,Growing,None
BRAND-0392,Brand_392,Italy,2014,B,Bamboo Fabric,No,208.05,3706960.31,5665.43,Yes,19,370.62,Declining,Fair Trade
BRAND-0393,Brand_393,USA,2024,D,Vegan Leather,Yes,319.9,1018127.88,99898.66,No,17,26.39,Declining,B Corp
BRAND-0394,Brand_394,Brazil,2014,D,Vegan Leather,Yes,224.32,3338361.26,41458.45,No,8,392.27,Growing,None
BRAND-0395,Brand_395,Germany,2022,A,Bamboo Fabric,No,173.35,4205654.46,6463.05,Yes,12,271.14,Declining,B Corp
BRAND-0396,Brand_396,Brazil,2022,B,Hemp,No,95.45,3686917.73,90258.29,Yes,19,234.32,Growing,B Corp
BRAND-0397,Brand_397,Japan,2022,C,Organic Cotton,No,137.05,2654537.88,52094.2,Yes,3,314.89,Stable,B Corp
BRAND-0398,Brand_398,Australia,2016,A,Hemp,No,73.86,1690745.29,23152.18,No,2,169.11,Growing,Fair Trade
BRAND-0399,Brand_399,China,2021,C,Hemp,No,128.07,1238469.56,54421.74,Yes,10,84.55,Growing,B Corp
BRAND-0400,Brand_400,USA,2013,B,Recycled Polyester,Yes,246.54,3168122.69,54295.5,No,3,267.28,Stable,B Corp
BRAND-0401,Brand_401,Japan,2022,B,Recycled Polyester,No,463.64,918953.86,69613.53,Yes,14,290.09,Growing,B Corp
BRAND-0402,Brand_402,Japan,2024,B,Vegan Leather,Yes,26.56,3003710.98,96000.36,No,19,211.21,Growing,B Corp
BRAND-0403,Brand_403,Italy,2017,D,Hemp,Yes,257.09,3991350.14,23397.26,No,14,422.36,Growing,GOTS
BRAND-0404,Brand_404,Italy,2017,C,Bamboo Fabric,Yes,472.72,464476.71,26009.83,Yes,13,351.64,Declining,GOTS
BRAND-0405,Brand_405,Brazil,2024,C,Recycled Polyester,No,317.26,160691.41,23177.0,Yes,14,293.62,Stable,GOTS
BRAND-0406,Brand_406,France,2023,C,Bamboo Fabric,Yes,52.62,4556696.16,87148.52,Yes,16,365.84,Stable,GOTS
BRAND-0407,Brand_407,Italy,2021,D,Recycled Polyester,No,179.77,827124.39,84339.09,Yes,8,484.21,Growing,Fair Trade
BRAND-0408,Brand_408,India,2010,A,Recycled Polyester,Yes,310.49,1272488.93,12390.3,No,1,445.52,Stable,GOTS
BRAND-0409,Brand_409,Australia,2021,D,Hemp,No,17.33,460485.41,2556.61,Yes,4,312.18,Declining,OEKO-TEX
BRAND-0410,Brand_410,France,2010,C,Tencel,Yes,153.37,836182.93,42677.17,Yes,8,26.81,Stable,OEKO-TEX
BRAND-0411,Brand_411,India,2010,A,Recycled Polyester,No,37.6,1049306.07,82455.06,Yes,19,394.75,Stable,B Corp
BRAND-0412,Brand_412,Germany,2016,C,Bamboo Fabric,No,42.36,1583260.58,94792.1,Yes,2,487.56,Declining,GOTS
BRAND-0413,Brand_413,Germany,2011,C,Recycled Polyester,Yes,335.15,2278847.29,51594.61,No,17,484.83,Growing,B Corp
BRAND-0414,Brand_414,UK,2020,C,Recycled Polyester,No,286.36,4818202.51,45667.62,Yes,13,277.92,Growing,OEKO-TEX
